danji_id,danji_name,age,sex,residenceType,married,totalScore,totalDesc,trafficScore,trafficDesc,aroundScore,aroundDesc,careScore,careDesc,residentScore,residentDesc
2815,무악현대,30대,여자,전세 또는 월세,기혼,4,"광화문 직장인에게 추천하나, 자취는 비추.  위쪽 위치한 동도 마을버스 갈아탈 정도로 걸어 다니기 힘듦",4,3호선 지하철 인접  신촌 광화문 버스 좋음  강남 가기는 불편,5,아파트 마트 말고는 마트 멀긴 한데 단지 내에서 다 해결 가능,5,오래되어 손볼 곳 많음  보일러 고장 잦았음  위쪽 동은 경사 가파름,3,층간소음 있고 방이 넓은 대신 거실 좁음  베란다랑 붙어있는 안방에 층간 소음이 심해서 세탁기 밤에 돌리면 살인남
2815,무악현대,30대,여자,자가 거주,기혼,3,교통편이 좋은 게 가장 큰 장점이 되네요. 그것 말고는 딱히 생각리 안나네요,5,버스와 지하철이 다 5분 이내라서 편하고 종로라든지 강남 일산 명동 등등 다 멀지 않아서 장점이네요,3,주위에 맛집도 없고 없는 것 투성이입니다 영화도 종로나 명동 나가야 하고 마트는 어찌나 비싸던지요. 시장도 물가가 비싸니 마트도 그런 편입니다,2,20년 된 아파트라 낙후되어가는데 관리는 거의 안 하시는 듯. 벽이 오래돼서 색이 바랬는데도 놔두시고 슬슬 집들이 노후되어 가는데 대책을 들어본 적 없었네요,3,요새 재개발로 환경이 그닥이에요. 공사 투성이라 각종 먼지에 웬만한 가게들이 다 문 닫아서 그나마 없던 곳이 다 사라진느 낌입니다 그냥 집만 있는 느낌
2815,무악현대,50대,남자,자가 거주,기혼,5,주변시세에 비해 아파트가 좋으면서도 가격대는 그렇게 높지 않아 정말 추천할만한 아파트 단지입니다 뭐 1000세대 가까운 대규모 단지로서 입지 조건 주변 환경 교통여건 등 나무랄 데 없이 좋은 환경입니다,5,서울 도심 한복판에 위치하여 지하철 독립문역 5분 이내 거리로 정말 가깝고 버스교통도 편하고 교통여건은 어디에 내놔도 손색이 없습니다,5,앞으로는 독립문 공원 뒤로는 인왕산이 인접해 있어서 등산이랑 운동에 좋은 환경을 가지고 있으며 서울성곽 등 주변 경관이 정말 아름답습니다,5,아파트가 아파트가 어느 정도 만들어진지 15년 이상이 되어 관리하는데 여러 가지 손이 가지만 관리사무소에서 아파트를 정말 잘 관리하고 있습니다,5,어 탁 트인 조망권에 따라 서울 남산타워가 아주 잘 보이고 인왕산을 볼 수 있으며 도로와도 조금은 떨어져 있어서 소음이 없으며 추적한 환경을 가지고 있습니다
2815,무악현대,50대,여자,자가 거주,기혼,5,교통이 아주 편리하고 공기 좋은 환경에 가격도 저렴함. 고궁도 가까이 있고 박물관 미술관이 많아 문화생활하기 좋음.,5,서울 한복판에 위치하고 있어 버스노선이 다양하고 지하철역이 단지 바로 앞에 있어 교통이 아주 편리하다.,5,단지 뒤로 인왕산과 북악 스카이웨이 길이 있어 산책과 등산하기 좋고 길 건너에 독립공원과 안산이 있고 환경과 공기가 좋다.  교통과 환경이 좋은 입지조건을 갖추었고 연대 서강대. 이대 등 명문대가 가까이에 있다.,5,경비아저씨가 각동마다 있어 안전하고 재활용 쓰레기 처리가 잘됨   청소 상태 양호함,5,용적률이 낮아 동간거리가 멀어서 쾌적함.  동남향 또는 서남향으로 남향을 끼고 있어 일조권 양호함.
2815,무악현대,30대,여자,전세 또는 월세,기혼,3,"주변환경은 좋으나 산 경사면에 단지가 위치해서 길의 대부분이 경사로이며, 아이들이 놀기 적합한 곳이 아님.걸어서 다니기 힘들다.자차 이용자들에겐 나쁘지 않음",5,"독립문역이 단지앞에 있고, 버스정류장도 단지앞 길에 바로 있다. 단지 옆으로 마을버스가 따라 올라감",4,"대형마트는 없어서 아쉬우며, 근거리에 영천시장, 단지 길건너에 독립공원과 어린이도서관이 있고, 마을버스로 종로체육문화센터, 종로도서관, 경복궁을 갈 수 있어 다양한 문화생활을 즐길수있다. 인왕산이 뒤에 있어 공기도 좋다",4,분리수거를 지정된 시간에만 할 수 있어서 불편하다. 경비아저씨들이 택배도 맡아주시고 대부분의 동에 배치되어 있어 안전하게 느껴진다. 주차 공간이 많지는 않으나 주차관리는 잘 되고 있다,3,베란다 구조가 많이 안좋아 죽은 공간이 생긴다 수납공간이 적어서 작은 방 하나를 창고방으로 써야할 정도임 우리집은 정남향이라 난방비는 많이 들지 않음
2815,무악현대,30대,여자,자가 거주,기혼,5,"광화문 서울역 신촌 등 접근성이 뛰어나며 자연친화적인 환경에 단지 안에 초등학교, 유치원 다 끼고 있어 매우 만족한다",5,지하철역 버스정류장 다 아파트 단지 입구에 있다  거점지역인 듯 광화문 서울역 모두 운동삼아 도보로도 가능하다 버스 노선도 많으나 차는 종종 자주 막힌다,5,광화문 서울역 다 가깝고 아파트 단지 입구 길 건너에는 공원도 있다,5,청소 아주 깔끔히 잘 해주시고 출입통제는 좀 덜한 것 같다,5,한겨울에도 빛이 잘 들어와 난방비가 많이 안 나온다 층간소음도 다른 아파트에 비해 덜한 듯 느껴진다
2815,무악현대,20대,남자,자가 거주,미혼,3,가까이에 슈퍼가 있고 병원이 있고 미용실 은행 다 있어 또 헬스장도 있다. 없는게 없는 듯 하다.,4,주변애 지하철도 있고 아주 좋습니다 추천하는 교통과 살기 좋은 도시입니다,5,독립문공원이 있고 아파트도 그렇게 높지 않고 배치도 아주 좋아보입니다.  아주 살기 좋은 아파트인 듯,3,공용 현관의 비밀번호를 자주 바꿔서 잡상인이 아파트 안으로 들어오지 못하고 안전하다.,3,베란다가 넓기 트여 있지 않아 바람이 덜 들어와 여름에는 에어콘을 항상 켜야 합니다
2815,무악현대,20대,여자,전세 또는 월세,미혼,5,24시간 음식점과 조금 큰 마트도 있고 운동하기 좋은 인왕산도 있고 아파트 입구에서 3분 걸리는 독립문역과 홍제. 서울역 가는 버스정류장도 3분 거리 안에 있고 홍대 가는 버스정류장도 10분만 걸으면 바로 있어서 교통은 좋다,5,"아파트 입구에서 도보로 3분 거리 안에 있다 홍제, 연신내, 불광역을 한 번에 가는 버스도 아파트 입구에서 3분만 걸으면 되는 곳에 버스정류장이 있다 하지만 퇴근시간에는 거의 사거리 쪽이라 차가 되게 자주 막힌다",3,아파트 입구에 마트도 있고 아파트 후문 쪽에서는 마을버스로 10분 좀 타면 재래시장도 있어서 장보기도 편하고 주변에 인왕산이 있어서 좀 더 맑은 느낌을 받을 수 있다,3,아파트가 엄청 오래되지는 않아서 아파트에 디지털 도어록이 없는 곳도 있지만 대체적으론 엘리베이터를 이용하게 되는 것 같다,5,베란다가 그렇게는 넓지는 않지만 많은 짐을 보관할 수 있고 햇빛이 잘 들어오며 겨울엔 엄청나게 춥지는 않다 아파트라서 층간소음 때문에 좀 답답하지만 그런 나이는 지났어서
2815,무악현대,30대,여자,전세 또는 월세,미혼,5,종로구라는 특징이 말 그대로 어디든지 지하철이든 버스나 차로도 수도권 전 지역에 1시간 이내로 모두 이동 가능하다. 그리고 주변에 공원이나 역사적인 상징인 소중한 우리 역사의 유산이 많아 매우 좋다. 또한 주변에 여러 명문대가 있어서 학교 다니기에도 용이한 가장 큰 장점!! 이렇기에 5점을 주었다,5,"종로구라 말 그대로 어디든지 지하철이든 버스나 차로도 수도권 전 지역에 1시간 이내로 모두 이동 가능하다. 지하철이 3호선이라 물론 지방에서 오는 고속터미널 역시 30분 안으로 가능하며 서울역, 용산역은 택시나 차로 달리면 무조건 20분 이내 도착. 또한 주변에 여러 명문대가 있어서 학교 다니기에도 용이한 가장 큰 장점!!",5,바로 앞에는 넓고 각종 꽃과 나무가 가득한 공원이 있고 뒤로는 등산코스를 최근 만들어 특히나 조상님들의 성벽을 보는 것만으로도 엄청 놀랍다. 하지만 근처에는 광화문에서 요새 집회를 많이 해서 어떤 면은 좋지만 어떤 면은 주민으로 불편함이 있다. 그러나 좋은 현상이므로 점수는 깎지 않았다. 또한 공원에는 이진아도서관이 있어 언제든 가서 무료로 각종 책을 볼 수 있다는 큰 장점.,5,관리인이 수시로 바뀌지 않아 서로 친해지고 분리수거 역시 그냥 두고 가시라고 할 정도다. 또한 단지 입구마다 모두 관리인이 계셔서 매우 편하고 감사하다.,4,"일단 높은 곳에 위치해 빛과 공기 상태가 좋고 통풍이 잘되며, 전망 역시 좋다. 엘리베이터가 자주 고장 나는 건 사실이지만 그래도 점검 때문이라면 오히려 방치보다는 훨씬 낫다고 생각한다."
2815,무악현대,20대,여자,전세 또는 월세,미혼,4,"추천이라고는 뭐하지만, 노인부부나 중고등학생이 있는 집이 살기 좋다. 소음도 딱히 없고, 공기도 좋다. 단점은 주변 이웃에게 관심이 많은 분들이 계시다.",4,"독립문역이 도보 3분 거리에 있고, 버스와 지하철이 가까워 이용하기 편하다.",4,"편의점도 종류별로 아파트 단지 근처에 있고, 역사적인 공원이 있다. 인왕산, 남산, 안산에 코스가 여러 가지로 있어서 산이 많아서 공기가 맑고 그날그날 컨디션에 따라 운동 난이도를 바꿀 수 있다.",4,"경비아저씨께서 아침 점심 저녁으로 청소를 하시고 교대로 단지 내 순찰을 하시며, 주차장을 관리하십니다.",4,"냉난방을 안 했을 때에 여름에는 시원하고, 겨울에도 시원하다. 그래도 겨울에 난방을 하면 금방 따뜻해진다."
2815,무악현대,30대,여자,자가 거주,미혼,5,교통도 편리하고 아파트 단지 내 마트 및 주변에 시장도 있고 주변에 공원 및 등산로 형성이 잘되어 있어 너무 좋지만 이마트나 쇼핑몰 같은 문화공간이 없어서 그 점이 조금 아쉬워 전체적으로 4점 정도 주고 싶습니다,5,단지 바로 앞에 버스정류장 및 독립문 지하철역이 있어 출퇴근이 용이하고 대중교통 배차간격이 짧아 너무 좋습니다.  저희 집은 아파트 후문 쪽에 위치해 있어서 5번 마을버스  또한 이용할 수 있고 마을버스를 통해 경복궁역 또한 쉽게 접근할 수 있습니다.,4,단지 내 마트도 있고 바로 맞은편에 독립문공원이 있고 인왕산에 산책로가 잘 형성되어 있어서 건강관리하는 데 있어서 좋은 입지를 갖고 있습니다.,4,현관에 비밀번호 시스템이 되어 있어서 외부 잡상인 등의 출입을 방지하고 경비실에서 대신 택배를 배송받아주니  편리하고 주차장 또한 관리가 잘 되어 있어 항시 깨끗하고 쾌적합니다.,3,"아파트 세대수가 많고 적절하게 배치가 돼서 건물끼리 일조량을 침해하거나 그런 일은 없고, 나무 및 중간중간 쉼터가 형성되어 있어서 너무 좋습니다. 난방 또한 개인 난방이라 조절할 수 있고 층간소음에 있어서는 위아래로 아이들 키우는 집이라서 어느 정도는 느끼는 부분이지만 크게 지장이 있을 정도는 아닙니다."
2815,무악현대,30대,여자,자가 거주,기혼,4,있을 건 거의 갖춰있고 살고 있는 주민들이 어르신들이 많고 교양 있으신 분들이라 트러블도 거의 없어요. 앞뒤로 산이 있어 가볍게 등산하기도 좋고 산책하기도 좋아요. 서울치곤 주차장 여유 있어요. 오래된 아파트의 단점 빼곤 만족합니다.,5,독립문역 초근접 역세권이고 버스 노선 많아요. 단지 강남으로 가는 게 1개뿐이라 그 버스는 좀 혼잡해요. 5호선 서대문역도 버스정류장으로 2개 거리 서울역은 버스정류장 4개 라 교통 진짜 편해요.,3,"편의점 많고 중소형 마트, 영천시장이 있어 편해요. 독립문공원이 있어 산책하기 좋고 앞으로는 안산 자락길 뒤로는 인왕산이 있어요. 그런데 상권이 그리 발달하지 않아 근처에서 외식하는데 조금 불편함이 있어요.",4,택배보관 잘해주시고 대부분의 경비아저씨들 매우 친절하셔요. 주차장은 여유로웁니다. 공용현관 비밀번호가 있으니 바뀐 적이 없어 잡상인들 많이 와요,4,일조량 너무 좋아요. 겨울에 거의 난방을 하지 않아도 그리 춥지 않아요. 오래된 아파트라 구조가 같은 평수래도 조금 좁고요. 층간소음은 좀 심해요.
2815,무악현대,30대,여자,자가 거주,미혼,5,가격 대비 서울에서 이런 거주환경이 드물 것이라 생각한다. 특히 강북권 직장인들에게 최고 접근성이고 거주환경이 조용하고 쾌적하며 교통이 편하다,4,"서대문, 광화문과 매우 가깝고 독립문역 역세권에 버스정류장이 잘돼 있다. 교통에 있어서는 서울시내에서 최고 등급일듯하다. 별 하나 뺀 건,, 홍제 쪽 넘어가는 차들이 많아서 서대문역부터 독립문교차로에서 교통체증이 좀 있는 편이다",5,뒤에 산이 있어서 공기 좋은데 버스정류장. 지하철역이 바로 앞에 있고 시내 중심가에 있어서 교통 매우 편리하다. 독립문공원이 길 건너에 있고 등산 산책로가 잘 가꿔져 있어 산책하기 좋다.,3,"공용현관 비번이 여기 이사 오고 나서 17년 동안 딱 한번 바뀌어서 좀 그렇긴 하다. 청소, 시설보수나 경비아저씨에 의한 보안관리 등, 단지관리는 잘되나 다만 건물 노후화로 인해 설비 같은 게 조금씩 구형화되는 게 좀 문제다, 지하주차장이 엘리베이터 연결이 안 되 있다",4,"층간소음은 복불복이라 한다,, 다른 아파트와 비슷한 정도고 옛날 아파트 도서는 보통이다. 윗집이 마루 깔아진 집이면 더 시끄럽다  언덕배기에 있어서 꼭대기 동들은 별로인 거 같다, 정남향은 아니라 일조량은 천차만별이지만 대체로 따뜻한 편..  여름이면 뒷산에서 불어오는 바람 덕에 통풍이 매우 잘되고 공기가 깨끗한 편이다."
2815,무악현대,20대,여자,전세 또는 월세,기혼,4,사가리로 서대문구 은평구 종로구 연희동으로 해서 금방 갈 수 있기에 추천한다. 버스 타기도 용이 하고  다만 근처 아파트들 모두 집값이 비쌀 뿐이다.,4,바로 지하철역과 버스정류장 있다.  서울 역방향에서 홍제 방향에서 내릴 땐 좀 걸어야 한다. 종로 쪽으로 나가는 건 바로 앞에 있다.  홍제 방향에서 올 때 자가용 이용 시에 바로아 파크 단지로 좌회전이 안돼서 고가에서 유턴해아한다 그게 가장 불편하다,4,"사거리로 은평구 서대문구 종로구 등 금방 갈 수 있다.  단 대형마트를 가려면 차를 타고 10분 정도 가야 한다.  서울역 롯데마트, 응암 이마트",4,나름 괜찮았다.  택배를 경비실 문 앞에 두시지만 아직까지는 없어진 적은 없다. 경비아저씨도 친절하시고 괜찮다.,3,"비 온 날 좀 습했다. 그래도 가습기 좀 돌리면 괜찮다  해도 잘 들어와서 빨래도 잘 마르고 괜찮았다.  여름에는 베란다와 문을 열어두면 바람이 통 해시 원했고  겨울에는 보일러 빵빵 히트니 따뜻했다. 단, 복도 쪽 방은 좀 추웠다"
2815,무악현대,20대,남자,전세 또는 월세,미혼,4,"은근히 역세권에다가 요충지에 자리하고 있고, 서울 아파트에 비해 가격도 비싸지 않으며 공원과 시장, 교통까지 갖출 건 다 갖춰져 있습니다. 다만 그것이 뛰어난 수준은 아니기에 별 3개 반을 주고 싶지만 4개를 드립니다. 한줄평은 ""서울에서 살기에 최소의 조건을 갖춘 아파트""라고 하고 싶네요.",4,"독립문역이 상당히 가깝습니다. 단지의 위치가 대로와 상당히 가깝습니다. 서대문, 불광(연신내), 광화문의 허브로서 지리적인 이점이 있습니다. 다양한 지선 버스가 교차하는 구역입니다. 다만, 상습적으로 교통체증이 일어나는 구역입니다.",3,"바로 앞에 독립문 공원이 있어 산책하기 좋습니다. 공원의 관리상태도 최상입니다.  규모가 큰 재래시장인 영천시장이 근처에 있습니다. 야채와 과일을 구하는데 제격입니다.  소규모 산인 안산과 비교적 큰 산인 인왕산이 근처에 있습니다. 레저에 좋은 환경입니다.  그치만 대형마트를 찾아가기에는 불편합니다. 은평구, 불광동으로 가야 합니다.",3,연식이 오래되어 관리상태는 보통 정도입니다.  관리비가 크게 나오지는 않습니다.  주차장은 그 편의성에 대비하여 공간이 부족합니다.,4,"[거주 당시 환경을 바탕으로 작성함]  남향이라 일조량 걱정이 없습니다. 식물을 키운다면 가장 좋은 환경  고층의 경우 바람이 세서 겨울에는 베란다를 열기 좀 부담스럽습니다.  층간소음은 약간 있는 정도, 아이들이 있다면 주의할 것을 당부합니다."
2815,무악현대,40대,여자,전세 또는 월세,기혼,4,광화문에서 걸어서 7분.. 아파트 뒤로 인왕산 진입로와 부암동으로 연결되는 북악 스카이웨이가 있어 산책으로는 남산보다 훌륭.. 앞에는 독립문 공원 있고 신촌까지 5분...,5,교통 편리 지하철 버스 전부 2분 이내 이용 가능  심야버스도 있고 광화문 서울역 신촌... 전부 10분 이내,5,서울역 롯데마트와 입점 식당 사용 용이 주변에 영천 시장과 중형 마트가 있어 배달도 용이,4,15년 된 아파트라 외관은 별로.. 주차장 사용이 매우 용이 타 아파트 경우 1가구 차 한 대까지만 무료 주차이고 2대째부터는 따로 45만 원을 매달 받는 곳도 있다는데 여기는 주차장만큼은 널널,4,주변에 5분 이내의 거리에 대형 병원이 3곳이고 그중 하나는 아파트 입구에 위치 마을버스 있어서 편리 단 새로 이사하는 사람이 리모델링을 하고 입주하는 경우 층간 소음 있음
2815,무악현대,30대,여자,전세 또는 월세,미혼,5,서울 중심지라 어디든 이동이 편하고 출퇴근이 편리하다  단 아파트 근처의 대형마트가 없어서 대중교통을 타고 가야 함,5,"아파트 정문으로 버스 정류장 지하철 1분 거리에 있어 매우 편리하고, 서울 중심지라 어디든 출퇴근 가능함",5,대중교통 20분 내로 롯데백화점 신세계 백화점 현대백화점 있으며 길 맞음 편 독립문공원이 있어 운동과 산책 가능,5,15년 이상된 아파트치고 외관이 깨끗하며 경비 아저씨들께서 순회도 자주 하시고 친절 하심,5,뒤편에 아이파크 아파트가 지어지면서 인왕산을 다 가림  하루 종일 햇빛이 잘 들어오고 개별난방이라 따뜻함
2815,무악현대,30대,여자,자가 거주,기혼,5,"강북에 가격 대비 좋은 아파트. 교통 편리.  꽤 오래된 아파트지만 관리 잘 되고 있고, 조용하고 살기 좋은 아파트",5,독립문역 가까움  시내로 나가는 버스 많음  단지 바로 앞 상습 정체 있긴 하지만 크게 문제 될 정도 아님.,3,"정문에 독립문공원, 단지 내 학교  큰 마트나 커피숍, 패스트푸드 등 편의시설은 부족하여 약간 불편",5,관리비 비싸지 않은 것 같고... 경비아저씨들 매우 친절. 택배 등 보안도 철저한 편.,5,"고지대 위치하고 있어서 조용하고, 빽빽하게 되어있지 않아 좋음.  놀이터도 적당"
2815,무악현대,40대,남자,자가 거주,미혼,4,단지 내 초등학교가 있고 도심과 가까워 출퇴근이 편리하다. 단지 내 언덕이 있는 것은 단점이다,5,3호선 독립문역이 단지 바로 앞에 있고 다양한 버스 노선이 있다. 서대문이나 광화문은 걸어서 출퇴근할 수 있다.,1,단지 건너편은 독립공원 그리고 인왕산 밑이라 쾌적하지만 그만큼 다양한 상가들이 부족하다. 영천시장이나 서울역 롯데마트로 가야 된다.,4,단지는 깨끗하게 관리되고 있으며 주차장도 자리가 넉넉하다. 택배는 경비실에 보관 가능하다.,3,고층의 경우에는 독립공원이나 서울 타워를 비롯한 도심 야경을 즐길 수 있다. 동남향은 여름에 덥지 않게 지낼 수 있다.
2815,무악현대,30대,여자,전세 또는 월세,미혼,4,도심에서 가까워 출퇴근도 편하고 공원도 가깝고 좋습니다,3,경사가 있는 단지 따라 내려가면 여러 방향으로 다니는 버스도 많고 3호선이라 편리하다,4,독립문 공원 성곽 공원 두루 가깝고 마트도 가까워서 좋다,4,현관 비번으로 안전하고 단지 내 주차장에 외부차가 드나들기 힘들어 좋다,3,뒤에 인왕산이 있어서 여름에도 시원하고 앞을 가로막는 것이 없고 단지 자체가 높은 곳에 있어서 일조량이 좋다
2815,무악현대,20대,여자,전세 또는 월세,미혼,5,대중교통도 바로 앞에 있어 교통이 편리하고 주위에 편의시설도 잘 설비되어있다. 또한 단지 내부도 쾌적하고 조용해서 살기 좋다,5,아파트 단지 바로 앞에 지하철 무악재역이 있고 동시에 버스정류장도 있어서 서울 내의 교통이 편리합니다,5,아파트 단지 내에 마트가 있고 주위에 24시간 편의점이 있어 장보기에 편하다. 집 바로 앞에는 독립문공원이 있어서 산책하기도 좋고 공기도 좋은 편이다,5,아파트의 단지가 크다 보니까 경비원이 많이 순찰을 돌아준다. 그래서 다른 아파트에 비해 안전하게 느껴진다.,5,살짝 언덕 위에 있어서 입구에 들어갈 때에는 조금 계단을 이용해야 하지만 집 안에서는 통풍도 잘 되고 남향으로 베란다가 설치되어있어서 햇볕도 잘 들고 좋다.
